# Solver information
# Time          	U_solver        	Ux_initial      	Ux_final        	Ux_iters        	Uy_initial      	Uy_final        	Uy_iters        	U_converged     	nuTilda_solver  	nuTilda_initial 	nuTilda_final   	nuTilda_iters   	nuTilda_converged	p_solver        	p_initial       	p_final         	p_iters         	p_converged     
1125            	DILUPBiCGStab	3.08657530e-05	1.35287750e-09	2	2.48804460e-05	7.20566620e-09	2	false	DILUPBiCGStab	1.58498870e-04	1.74830340e-09	1	true	GAMG	3.03217540e-05	1.53542790e-06	1	true
1126            	DILUPBiCGStab	3.18171730e-05	1.31619510e-09	2	2.58408310e-05	7.27619760e-09	2	false	DILUPBiCGStab	1.59740280e-04	1.72807240e-09	1	true	GAMG	2.96861200e-05	1.58086780e-06	1	true
1127            	DILUPBiCGStab	3.08449140e-05	1.35184210e-09	2	2.48691610e-05	7.19629980e-09	2	false	DILUPBiCGStab	1.58303530e-04	1.74495370e-09	1	true	GAMG	3.03163780e-05	1.53380090e-06	1	true
1128            	DILUPBiCGStab	3.17960700e-05	1.31520780e-09	2	2.58292040e-05	7.26725410e-09	2	false	DILUPBiCGStab	1.59543750e-04	1.72475390e-09	1	true	GAMG	2.96809220e-05	1.57928040e-06	1	true
1129            	DILUPBiCGStab	3.08240970e-05	1.35080940e-09	2	2.48578960e-05	7.18694780e-09	2	false	DILUPBiCGStab	1.58108650e-04	1.74161340e-09	1	true	GAMG	3.03109930e-05	1.53218280e-06	1	true
1130            	DILUPBiCGStab	3.17749900e-05	1.31422250e-09	2	2.58175930e-05	7.25831580e-09	2	false	DILUPBiCGStab	1.59347690e-04	1.72144470e-09	1	true	GAMG	2.96757160e-05	1.57769350e-06	1	true
1131            	DILUPBiCGStab	3.08033030e-05	1.34977930e-09	2	2.48466440e-05	7.17761050e-09	2	false	DILUPBiCGStab	1.57914230e-04	1.73828220e-09	1	true	GAMG	3.03056270e-05	1.53056640e-06	1	true
1132            	DILUPBiCGStab	3.17539410e-05	1.31323940e-09	2	2.58059970e-05	7.24938300e-09	2	false	DILUPBiCGStab	1.59152110e-04	1.71814560e-09	1	true	GAMG	2.96705200e-05	1.57610580e-06	1	true
1133            	DILUPBiCGStab	3.07825430e-05	1.34875280e-09	2	2.48354280e-05	7.16828990e-09	2	false	DILUPBiCGStab	1.57720340e-04	1.73496300e-09	1	true	GAMG	3.03002750e-05	1.52895070e-06	1	true
1134            	DILUPBiCGStab	3.17329190e-05	1.31225860e-09	2	2.57944620e-05	7.24045590e-09	2	false	DILUPBiCGStab	1.58957050e-04	1.71485790e-09	1	true	GAMG	2.96653480e-05	1.57451730e-06	1	true
1135            	DILUPBiCGStab	3.07618070e-05	1.34772920e-09	2	2.48242480e-05	7.15902690e-09	2	false	DILUPBiCGStab	1.57526920e-04	1.73165350e-09	1	true	GAMG	3.02949250e-05	1.52733950e-06	1	true
1136            	DILUPBiCGStab	3.17119220e-05	1.31127990e-09	2	2.57829520e-05	7.23153600e-09	2	false	DILUPBiCGStab	1.58762440e-04	1.71157920e-09	1	true	GAMG	2.96601660e-05	1.57292980e-06	1	true
1137            	DILUPBiCGStab	3.07410940e-05	1.34670820e-09	2	2.48130800e-05	7.14983730e-09	2	false	DILUPBiCGStab	1.57333940e-04	1.72835320e-09	1	true	GAMG	3.02895820e-05	1.52573200e-06	1	true
1138            	DILUPBiCGStab	3.16909500e-05	1.31030350e-09	2	2.57714560e-05	7.22264210e-09	2	false	DILUPBiCGStab	1.58568280e-04	1.70830960e-09	1	true	GAMG	2.96549720e-05	1.57134490e-06	1	true
1139            	DILUPBiCGStab	3.07204060e-05	1.34569010e-09	2	2.48019280e-05	7.14066160e-09	2	false	DILUPBiCGStab	1.57141430e-04	1.72506190e-09	1	true	GAMG	3.02842310e-05	1.52412540e-06	1	true
1140            	DILUPBiCGStab	3.16700000e-05	1.30932950e-09	2	2.57599760e-05	7.21376540e-09	2	false	DILUPBiCGStab	1.58374620e-04	1.70504910e-09	1	true	GAMG	2.96498010e-05	1.56976110e-06	1	true
1141            	DILUPBiCGStab	3.06997400e-05	1.34467470e-09	2	2.47907870e-05	7.13150010e-09	2	false	DILUPBiCGStab	1.56949400e-04	1.72177980e-09	1	true	GAMG	3.02789400e-05	1.52252280e-06	1	true
1142            	DILUPBiCGStab	3.16490830e-05	1.30835770e-09	2	2.57485040e-05	7.20489580e-09	2	false	DILUPBiCGStab	1.58181400e-04	1.70179750e-09	1	true	GAMG	2.96446550e-05	1.56817920e-06	1	true
1143            	DILUPBiCGStab	3.06791240e-05	1.34366210e-09	2	2.47796550e-05	7.12235310e-09	2	false	DILUPBiCGStab	1.56757800e-04	1.71850680e-09	1	true	GAMG	3.02736680e-05	1.52092950e-06	1	true
1144            	DILUPBiCGStab	3.16282110e-05	1.30738810e-09	2	2.57370410e-05	7.19616440e-09	2	false	DILUPBiCGStab	1.57988630e-04	1.69855500e-09	1	true	GAMG	2.96395050e-05	1.56660560e-06	1	true
1145            	DILUPBiCGStab	3.06585340e-05	1.34265220e-09	2	2.47685350e-05	7.11322160e-09	2	false	DILUPBiCGStab	1.56566660e-04	1.71524280e-09	1	true	GAMG	3.02683910e-05	1.51934630e-06	1	true
1146            	DILUPBiCGStab	3.16073600e-05	1.30642060e-09	2	2.57255930e-05	7.18771040e-09	2	false	DILUPBiCGStab	1.57796320e-04	1.69532150e-09	1	true	GAMG	2.96343470e-05	1.56503630e-06	1	true
1147            	DILUPBiCGStab	3.06379640e-05	1.34164570e-09	2	2.47574280e-05	7.10410630e-09	2	false	DILUPBiCGStab	1.56375960e-04	1.71198790e-09	1	true	GAMG	3.02631830e-05	1.51776640e-06	1	true
1148            	DILUPBiCGStab	3.15865290e-05	1.30545540e-09	2	2.57141550e-05	7.17925960e-09	2	false	DILUPBiCGStab	1.57604450e-04	1.69209690e-09	1	true	GAMG	2.96291830e-05	1.56348350e-06	1	true
1149            	DILUPBiCGStab	3.06174150e-05	1.34064280e-09	2	2.47463310e-05	7.09500720e-09	2	false	DILUPBiCGStab	1.56185680e-04	1.70874170e-09	1	true	GAMG	3.02580860e-05	1.51618970e-06	1	true
1150            	DILUPBiCGStab	3.15657190e-05	1.30449230e-09	2	2.57027290e-05	7.17081270e-09	2	false	DILUPBiCGStab	1.57413020e-04	1.68888130e-09	1	true	GAMG	2.96240140e-05	1.56193530e-06	1	true
1151            	DILUPBiCGStab	3.05968870e-05	1.33964270e-09	2	2.47352460e-05	7.08599080e-09	2	false	DILUPBiCGStab	1.55995910e-04	1.70550550e-09	1	true	GAMG	3.02530010e-05	1.51461700e-06	1	true
1152            	DILUPBiCGStab	3.15449310e-05	1.30353360e-09	2	2.56913170e-05	7.16252700e-09	2	false	DILUPBiCGStab	1.57222130e-04	1.68567570e-09	1	true	GAMG	2.96189570e-05	1.56039130e-06	1	true
1153            	DILUPBiCGStab	3.05763810e-05	1.33864630e-09	2	2.47241770e-05	7.07730960e-09	2	false	DILUPBiCGStab	1.55806630e-04	1.70227880e-09	1	true	GAMG	3.02479160e-05	1.51305120e-06	1	true
1154            	DILUPBiCGStab	3.15241660e-05	1.30257720e-09	2	2.56799210e-05	7.15433180e-09	2	false	DILUPBiCGStab	1.57031660e-04	1.68247900e-09	1	true	GAMG	2.96139230e-05	1.55885540e-06	1	true
1155            	DILUPBiCGStab	3.05559020e-05	1.33765260e-09	2	2.47131440e-05	7.06878690e-09	2	false	DILUPBiCGStab	1.55617770e-04	1.69906090e-09	1	true	GAMG	3.02428280e-05	1.51149610e-06	1	true
1156            	DILUPBiCGStab	3.15034320e-05	1.30162980e-09	2	2.56685690e-05	7.14615330e-09	2	false	DILUPBiCGStab	1.56841640e-04	1.67929120e-09	1	true	GAMG	2.96088880e-05	1.55732290e-06	1	true
1157            	DILUPBiCGStab	3.05354480e-05	1.33666210e-09	2	2.47021550e-05	7.06032500e-09	2	false	DILUPBiCGStab	1.55429350e-04	1.69585220e-09	1	true	GAMG	3.02377420e-05	1.50994510e-06	1	true
1158            	DILUPBiCGStab	3.14827190e-05	1.30068560e-09	2	2.56572480e-05	7.13798310e-09	2	false	DILUPBiCGStab	1.56652060e-04	1.67611250e-09	1	true	GAMG	2.96038710e-05	1.55579490e-06	1	true
1159            	DILUPBiCGStab	3.05150140e-05	1.33567460e-09	2	2.46911810e-05	7.05187420e-09	2	false	DILUPBiCGStab	1.55241370e-04	1.69265250e-09	1	true	GAMG	3.02326650e-05	1.50839640e-06	1	true
1160            	DILUPBiCGStab	3.14620290e-05	1.29974450e-09	2	2.56459400e-05	7.12981690e-09	2	false	DILUPBiCGStab	1.56462930e-04	1.67294270e-09	1	true	GAMG	2.95989680e-05	1.55427380e-06	1	true
1161            	DILUPBiCGStab	3.04946000e-05	1.33468960e-09	2	2.46802210e-05	7.04343410e-09	2	false	DILUPBiCGStab	1.55053820e-04	1.68946190e-09	1	true	GAMG	3.02276760e-05	1.50684940e-06	1	true
1162            	DILUPBiCGStab	3.14413590e-05	1.29880600e-09	2	2.56346670e-05	7.12165530e-09	2	false	DILUPBiCGStab	1.56274230e-04	1.66978190e-09	1	true	GAMG	2.95940600e-05	1.55275420e-06	1	true
1163            	DILUPBiCGStab	3.04742070e-05	1.33370750e-09	2	2.46693210e-05	7.03500750e-09	2	false	DILUPBiCGStab	1.54866710e-04	1.68628030e-09	1	true	GAMG	3.02226830e-05	1.50530460e-06	1	true
1164            	DILUPBiCGStab	3.14207100e-05	1.29786960e-09	2	2.56234390e-05	7.11349800e-09	2	false	DILUPBiCGStab	1.56085970e-04	1.66663010e-09	1	true	GAMG	2.95891580e-05	1.55123610e-06	1	true
1165            	DILUPBiCGStab	3.04538340e-05	1.33272900e-09	2	2.46584330e-05	7.02662920e-09	2	false	DILUPBiCGStab	1.54680040e-04	1.68310770e-09	1	true	GAMG	3.02179420e-05	1.50376870e-06	1	true
1166            	DILUPBiCGStab	3.14000810e-05	1.29693510e-09	2	2.56122240e-05	7.10534520e-09	2	false	DILUPBiCGStab	1.55898150e-04	1.66348710e-09	1	true	GAMG	2.95842550e-05	1.54972400e-06	1	true
1167            	DILUPBiCGStab	3.04334830e-05	1.33175450e-09	2	2.46475570e-05	7.01826290e-09	2	false	DILUPBiCGStab	1.54493800e-04	1.67994430e-09	1	true	GAMG	3.02132390e-05	1.50223910e-06	1	true
1168            	DILUPBiCGStab	3.13794740e-05	1.29600290e-09	2	2.56010220e-05	7.09719720e-09	2	false	DILUPBiCGStab	1.55710770e-04	1.66035310e-09	1	true	GAMG	2.95793520e-05	1.54821390e-06	1	true
1169            	DILUPBiCGStab	3.04131540e-05	1.33078260e-09	2	2.46367010e-05	7.00990870e-09	2	false	DILUPBiCGStab	1.54307990e-04	1.67678980e-09	1	true	GAMG	3.02085430e-05	1.50071080e-06	1	true
1170            	DILUPBiCGStab	3.13588880e-05	1.29508090e-09	2	2.55898320e-05	7.08910900e-09	2	false	DILUPBiCGStab	1.55523810e-04	1.65722810e-09	1	true	GAMG	2.95744940e-05	1.54670630e-06	1	true
1171            	DILUPBiCGStab	3.03928440e-05	1.32981320e-09	2	2.46258570e-05	7.00156610e-09	2	false	DILUPBiCGStab	1.54122610e-04	1.67364410e-09	1	true	GAMG	3.02039060e-05	1.49918420e-06	1	true
1172            	DILUPBiCGStab	3.13383230e-05	1.29416620e-09	2	2.55786580e-05	7.08104030e-09	2	false	DILUPBiCGStab	1.55337290e-04	1.65411200e-09	1	true	GAMG	2.95696650e-05	1.54520510e-06	1	true
1173            	DILUPBiCGStab	3.03725540e-05	1.32884760e-09	2	2.46150270e-05	6.99333600e-09	2	false	DILUPBiCGStab	1.53937660e-04	1.67050800e-09	1	true	GAMG	3.01992700e-05	1.49766000e-06	1	true
1174            	DILUPBiCGStab	3.13177770e-05	1.29325350e-09	2	2.55675000e-05	7.07297860e-09	2	false	DILUPBiCGStab	1.55151190e-04	1.65100540e-09	1	true	GAMG	2.95648310e-05	1.54370550e-06	1	true
1175            	DILUPBiCGStab	3.03522890e-05	1.32788550e-09	2	2.46042080e-05	6.98531790e-09	2	false	DILUPBiCGStab	1.53753130e-04	1.66738080e-09	1	true	GAMG	3.01946290e-05	1.49613860e-06	1	true
1176            	DILUPBiCGStab	3.12972650e-05	1.29234290e-09	2	2.55563590e-05	7.06492250e-09	2	false	DILUPBiCGStab	1.54965540e-04	1.64790740e-09	1	true	GAMG	2.95599930e-05	1.54220810e-06	1	true
1177            	DILUPBiCGStab	3.03320530e-05	1.32692610e-09	2	2.45934380e-05	6.97731440e-09	2	false	DILUPBiCGStab	1.53569040e-04	1.66426230e-09	1	true	GAMG	3.01899850e-05	1.49462100e-06	1	true
1178            	DILUPBiCGStab	3.12767760e-05	1.29143430e-09	2	2.55452580e-05	7.05687440e-09	2	false	DILUPBiCGStab	1.54780320e-04	1.64481800e-09	1	true	GAMG	2.95551500e-05	1.54071970e-06	1	true
1179            	DILUPBiCGStab	3.03118380e-05	1.32597030e-09	2	2.45826800e-05	6.96934040e-09	2	false	DILUPBiCGStab	1.53385380e-04	1.66115240e-09	1	true	GAMG	3.01853360e-05	1.49310990e-06	1	true
1180            	DILUPBiCGStab	3.12563090e-05	1.29052890e-09	2	2.55341820e-05	7.04883760e-09	2	false	DILUPBiCGStab	1.54595520e-04	1.64173720e-09	1	true	GAMG	2.95503050e-05	1.53924000e-06	1	true
1181            	DILUPBiCGStab	3.02916430e-05	1.32501740e-09	2	2.45719500e-05	6.96137430e-09	2	false	DILUPBiCGStab	1.53202110e-04	1.65805110e-09	1	true	GAMG	3.01807570e-05	1.49160590e-06	1	true
1182            	DILUPBiCGStab	3.12358640e-05	1.28962560e-09	2	2.55231190e-05	7.04080730e-09	2	false	DILUPBiCGStab	1.54411130e-04	1.63866480e-09	1	true	GAMG	2.95454570e-05	1.53776280e-06	1	true
1183            	DILUPBiCGStab	3.02714730e-05	1.32407650e-09	2	2.45612490e-05	6.95341640e-09	2	false	DILUPBiCGStab	1.53019310e-04	1.65495850e-09	1	true	GAMG	3.01762350e-05	1.49011730e-06	1	true
1184            	DILUPBiCGStab	3.12154410e-05	1.28872430e-09	2	2.55120760e-05	7.03278900e-09	2	false	DILUPBiCGStab	1.54227210e-04	1.63560100e-09	1	true	GAMG	2.95406900e-05	1.53628800e-06	1	true
1185            	DILUPBiCGStab	3.02513230e-05	1.32314230e-09	2	2.45505600e-05	6.94546700e-09	2	false	DILUPBiCGStab	1.52836930e-04	1.65187430e-09	1	true	GAMG	3.01717080e-05	1.48863550e-06	1	true
1186            	DILUPBiCGStab	3.11950380e-05	1.28782510e-09	2	2.55010650e-05	7.02481890e-09	2	false	DILUPBiCGStab	1.54043690e-04	1.63254560e-09	1	true	GAMG	2.95359600e-05	1.53481560e-06	1	true
1187            	DILUPBiCGStab	3.02311950e-05	1.32221070e-09	2	2.45398860e-05	6.93752640e-09	2	false	DILUPBiCGStab	1.52654950e-04	1.64879870e-09	1	true	GAMG	3.01671790e-05	1.48715650e-06	1	true
1188            	DILUPBiCGStab	3.11746570e-05	1.28693090e-09	2	2.54900720e-05	7.01686870e-09	2	false	DILUPBiCGStab	1.53860600e-04	1.62949860e-09	1	true	GAMG	2.95312340e-05	1.53334550e-06	1	true
1189            	DILUPBiCGStab	3.02110860e-05	1.32128160e-09	2	2.45292240e-05	6.92959480e-09	2	false	DILUPBiCGStab	1.52473400e-04	1.64573140e-09	1	true	GAMG	3.01626600e-05	1.48567970e-06	1	true
1190            	DILUPBiCGStab	3.11542950e-05	1.28603960e-09	2	2.54790910e-05	7.00892520e-09	2	false	DILUPBiCGStab	1.53677920e-04	1.62646000e-09	1	true	GAMG	2.95266020e-05	1.53188060e-06	1	true
1191            	DILUPBiCGStab	3.01909980e-05	1.32035470e-09	2	2.45185730e-05	6.92167280e-09	2	false	DILUPBiCGStab	1.52292250e-04	1.64267260e-09	1	true	GAMG	3.01581420e-05	1.48420510e-06	1	true
1192            	DILUPBiCGStab	3.11339560e-05	1.28515020e-09	2	2.54681200e-05	7.00100040e-09	2	false	DILUPBiCGStab	1.53495660e-04	1.62342970e-09	1	true	GAMG	2.95220060e-05	1.53042020e-06	1	true
1193            	DILUPBiCGStab	3.01709310e-05	1.31943030e-09	2	2.45079360e-05	6.91376210e-09	2	false	DILUPBiCGStab	1.52111530e-04	1.63962210e-09	1	true	GAMG	3.01536280e-05	1.48273390e-06	1	true
1194            	DILUPBiCGStab	3.11136450e-05	1.28426280e-09	2	2.54571600e-05	6.99335190e-09	2	false	DILUPBiCGStab	1.53313810e-04	1.62040760e-09	1	true	GAMG	2.95174060e-05	1.52896700e-06	1	true
1195            	DILUPBiCGStab	3.01509000e-05	1.31850820e-09	2	2.44973120e-05	6.90586240e-09	2	false	DILUPBiCGStab	1.51931210e-04	1.63658000e-09	1	true	GAMG	3.01491070e-05	1.48126790e-06	1	true
1196            	DILUPBiCGStab	3.10933650e-05	1.28337770e-09	2	2.54462110e-05	6.98570750e-09	2	false	DILUPBiCGStab	1.53132390e-04	1.61739380e-09	1	true	GAMG	2.95128010e-05	1.52751610e-06	1	true
1197            	DILUPBiCGStab	3.01308890e-05	1.31758850e-09	2	2.44867270e-05	6.89798180e-09	2	false	DILUPBiCGStab	1.51751310e-04	1.63354610e-09	1	true	GAMG	3.01445830e-05	1.47980430e-06	1	true
1198            	DILUPBiCGStab	3.10731050e-05	1.28249480e-09	2	2.54352770e-05	6.97806770e-09	2	false	DILUPBiCGStab	1.52951370e-04	1.61438810e-09	1	true	GAMG	2.95082480e-05	1.52606710e-06	1	true
1199            	DILUPBiCGStab	3.01108990e-05	1.31667110e-09	2	2.44761680e-05	6.89013290e-09	2	false	DILUPBiCGStab	1.51571820e-04	1.63052050e-09	1	true	GAMG	3.01401140e-05	1.47834390e-06	1	true
1200            	DILUPBiCGStab	3.10528660e-05	1.28161370e-09	2	2.54243870e-05	6.97043260e-09	2	false	DILUPBiCGStab	1.52770770e-04	1.61139070e-09	1	true	GAMG	2.95036980e-05	1.52462000e-06	1	true
1201            	DILUPBiCGStab	3.00909300e-05	1.31575610e-09	2	2.44656560e-05	6.88232230e-09	2	false	DILUPBiCGStab	1.51392740e-04	1.62750310e-09	1	true	GAMG	3.01356610e-05	1.47688880e-06	1	true
1202            	DILUPBiCGStab	3.10326470e-05	1.28073500e-09	2	2.54135530e-05	6.96280320e-09	2	false	DILUPBiCGStab	1.52590580e-04	1.60840130e-09	1	true	GAMG	2.94991430e-05	1.52317490e-06	1	true
1203            	DILUPBiCGStab	3.00709810e-05	1.31484340e-09	2	2.44551670e-05	6.87452230e-09	2	false	DILUPBiCGStab	1.51214060e-04	1.62449390e-09	1	true	GAMG	3.01312080e-05	1.47543780e-06	1	true
1204            	DILUPBiCGStab	3.10124480e-05	1.27985830e-09	2	2.54027290e-05	6.95518030e-09	2	false	DILUPBiCGStab	1.52410790e-04	1.60542010e-09	1	true	GAMG	2.94945900e-05	1.52173170e-06	1	true
1205            	DILUPBiCGStab	3.00510530e-05	1.31393310e-09	2	2.44446920e-05	6.86673320e-09	2	false	DILUPBiCGStab	1.51035760e-04	1.62149190e-09	1	true	GAMG	3.01267530e-05	1.47398880e-06	1	true
1206            	DILUPBiCGStab	3.09922710e-05	1.27898350e-09	2	2.53919190e-05	6.94756320e-09	2	false	DILUPBiCGStab	1.52231460e-04	1.60245170e-09	1	true	GAMG	2.94900760e-05	1.52029080e-06	1	true
1207            	DILUPBiCGStab	3.00311440e-05	1.31302500e-09	2	2.44342290e-05	6.85895880e-09	2	false	DILUPBiCGStab	1.50858050e-04	1.61850900e-09	1	true	GAMG	3.01223020e-05	1.47254180e-06	1	true
1208            	DILUPBiCGStab	3.09721140e-05	1.27811060e-09	2	2.53811360e-05	6.93995240e-09	2	false	DILUPBiCGStab	1.52052640e-04	1.59949540e-09	1	true	GAMG	2.94855870e-05	1.51885180e-06	1	true
1209            	DILUPBiCGStab	3.00112570e-05	1.31212080e-09	2	2.44237800e-05	6.85123350e-09	2	false	DILUPBiCGStab	1.50680710e-04	1.61553230e-09	1	true	GAMG	3.01179680e-05	1.47109700e-06	1	true
1210            	DILUPBiCGStab	3.09519830e-05	1.27723980e-09	2	2.53703640e-05	6.93234800e-09	2	false	DILUPBiCGStab	1.51874190e-04	1.59654620e-09	1	true	GAMG	2.94811000e-05	1.51741580e-06	1	true
1211            	DILUPBiCGStab	2.99914020e-05	1.31122110e-09	2	2.44133470e-05	6.84358790e-09	2	false	DILUPBiCGStab	1.50503760e-04	1.61256270e-09	1	true	GAMG	3.01136840e-05	1.46965440e-06	1	true
1212            	DILUPBiCGStab	3.09318860e-05	1.27637110e-09	2	2.53596030e-05	6.92474970e-09	2	false	DILUPBiCGStab	1.51696160e-04	1.59360420e-09	1	true	GAMG	2.94766910e-05	1.51598710e-06	1	true
1213            	DILUPBiCGStab	2.99715730e-05	1.31032360e-09	2	2.44029270e-05	6.83595860e-09	2	false	DILUPBiCGStab	1.50327270e-04	1.60960160e-09	1	true	GAMG	3.01094030e-05	1.46821670e-06	1	true
1214            	DILUPBiCGStab	3.09118110e-05	1.27550440e-09	2	2.53488540e-05	6.91715790e-09	2	false	DILUPBiCGStab	1.51518600e-04	1.59067120e-09	1	true	GAMG	2.94723230e-05	1.51456740e-06	1	true
1215            	DILUPBiCGStab	2.99517650e-05	1.30942960e-09	2	2.43925420e-05	6.82833970e-09	2	false	DILUPBiCGStab	1.50151200e-04	1.60664820e-09	1	true	GAMG	3.01051360e-05	1.46678850e-06	1	true
1216            	DILUPBiCGStab	3.08917570e-05	1.27464200e-09	2	2.53381170e-05	6.90957280e-09	2	false	DILUPBiCGStab	1.51341440e-04	1.58774510e-09	1	true	GAMG	2.94679730e-05	1.51315060e-06	1	true
1217            	DILUPBiCGStab	2.99319790e-05	1.30854030e-09	2	2.43821710e-05	6.82073140e-09	2	false	DILUPBiCGStab	1.49975530e-04	1.60370200e-09	1	true	GAMG	3.01009090e-05	1.46536270e-06	1	true
1218            	DILUPBiCGStab	3.08717230e-05	1.27378440e-09	2	2.53273940e-05	6.90199490e-09	2	false	DILUPBiCGStab	1.51164660e-04	1.58482600e-09	1	true	GAMG	2.94636360e-05	1.51173600e-06	1	true
1219            	DILUPBiCGStab	2.99122150e-05	1.30765360e-09	2	2.43718140e-05	6.81313410e-09	2	false	DILUPBiCGStab	1.49800240e-04	1.60076290e-09	1	true	GAMG	3.00966820e-05	1.46394060e-06	1	true
1220            	DILUPBiCGStab	3.08517140e-05	1.27293470e-09	2	2.53166970e-05	6.89442480e-09	2	false	DILUPBiCGStab	1.50988290e-04	1.58191410e-09	1	true	GAMG	2.94593120e-05	1.51032400e-06	1	true
1221            	DILUPBiCGStab	2.98924740e-05	1.30676940e-09	2	2.43614750e-05	6.80556940e-09	2	false	DILUPBiCGStab	1.49625350e-04	1.59783100e-09	1	true	GAMG	3.00924540e-05	1.46252100e-06	1	true
1222            	DILUPBiCGStab	3.08317260e-05	1.27209100e-09	2	2.53060110e-05	6.88686260e-09	2	false	DILUPBiCGStab	1.50812310e-04	1.57900950e-09	1	true	GAMG	2.94550460e-05	1.50891730e-06	1	true
1223            	DILUPBiCGStab	2.98727530e-05	1.30588810e-09	2	2.43511470e-05	6.79818840e-09	2	false	DILUPBiCGStab	1.49450850e-04	1.59490680e-09	1	true	GAMG	3.00882210e-05	1.46110690e-06	1	true
1224            	DILUPBiCGStab	3.08117590e-05	1.27124920e-09	2	2.52953390e-05	6.87931480e-09	2	false	DILUPBiCGStab	1.50636730e-04	1.57611210e-09	1	true	GAMG	2.94507840e-05	1.50751310e-06	1	true
1225            	DILUPBiCGStab	2.98530580e-05	1.30500960e-09	2	2.43408420e-05	6.79087580e-09	2	false	DILUPBiCGStab	1.49276750e-04	1.59199010e-09	1	true	GAMG	3.00839850e-05	1.45970070e-06	1	true
1226            	DILUPBiCGStab	3.07918290e-05	1.27041030e-09	2	2.52846790e-05	6.87180270e-09	2	false	DILUPBiCGStab	1.50461530e-04	1.57322220e-09	1	true	GAMG	2.94465260e-05	1.50611120e-06	1	true
1227            	DILUPBiCGStab	2.98333970e-05	1.30413340e-09	2	2.43305520e-05	6.78357840e-09	2	false	DILUPBiCGStab	1.49103030e-04	1.58908090e-09	1	true	GAMG	3.00797580e-05	1.45829960e-06	1	true
1228            	DILUPBiCGStab	3.07719240e-05	1.26957340e-09	2	2.52740370e-05	6.86430050e-09	2	false	DILUPBiCGStab	1.50286730e-04	1.57033970e-09	1	true	GAMG	2.94422740e-05	1.50471480e-06	1	true
1229            	DILUPBiCGStab	2.98137560e-05	1.30325960e-09	2	2.43202730e-05	6.77629890e-09	2	false	DILUPBiCGStab	1.48929700e-04	1.58617930e-09	1	true	GAMG	3.00755890e-05	1.45690080e-06	1	true
1230            	DILUPBiCGStab	3.07520400e-05	1.26874350e-09	2	2.52634070e-05	6.85705250e-09	2	false	DILUPBiCGStab	1.50112330e-04	1.56746470e-09	1	true	GAMG	2.94380360e-05	1.50332280e-06	1	true
1231            	DILUPBiCGStab	2.97941360e-05	1.30238810e-09	2	2.43100210e-05	6.76903100e-09	2	false	DILUPBiCGStab	1.48756760e-04	1.58328530e-09	1	true	GAMG	3.00715230e-05	1.45550410e-06	1	true
1232            	DILUPBiCGStab	3.07321750e-05	1.26791700e-09	2	2.52527960e-05	6.84994690e-09	2	false	DILUPBiCGStab	1.49938310e-04	1.56459730e-09	1	true	GAMG	2.94338280e-05	1.50193270e-06	1	true
1233            	DILUPBiCGStab	2.97745370e-05	1.30151880e-09	2	2.42997900e-05	6.76177320e-09	2	false	DILUPBiCGStab	1.48584200e-04	1.58039900e-09	1	true	GAMG	3.00674500e-05	1.45410940e-06	1	true
1234            	DILUPBiCGStab	3.07123310e-05	1.26709240e-09	2	2.52422030e-05	6.84292690e-09	2	false	DILUPBiCGStab	1.49764670e-04	1.56173810e-09	1	true	GAMG	2.94297830e-05	1.50054840e-06	1	true
1235            	DILUPBiCGStab	2.97549580e-05	1.30065210e-09	2	2.42895720e-05	6.75452690e-09	2	false	DILUPBiCGStab	1.48412030e-04	1.57752120e-09	1	true	GAMG	3.00633710e-05	1.45271690e-06	1	true
1236            	DILUPBiCGStab	3.06925070e-05	1.26626990e-09	2	2.52316470e-05	6.83595830e-09	2	false	DILUPBiCGStab	1.49591420e-04	1.55888670e-09	1	true	GAMG	2.94258510e-05	1.49917040e-06	1	true
1237            	DILUPBiCGStab	2.97353990e-05	1.29978760e-09	2	2.42794080e-05	6.74729270e-09	2	false	DILUPBiCGStab	1.48240220e-04	1.57465090e-09	1	true	GAMG	3.00593010e-05	1.45132640e-06	1	true
1238            	DILUPBiCGStab	3.06727080e-05	1.26544930e-09	2	2.52211290e-05	6.82915870e-09	2	false	DILUPBiCGStab	1.49418550e-04	1.55604290e-09	1	true	GAMG	2.94219110e-05	1.49779490e-06	1	true
